COD_AUTOR;HOMONIMO;FORMATO;NOME;RESUMOS
1034;;Souza RA;Ricardo Alves de Souza;PIe134, PNa021, COL006
19775;H2;Souza RB;Ricardo Basto Souza;PNe226
21687;H1;Souza RB;Rafael Boscheti de Souza;PNa028, PNb215
25670;;Souza RCL;Rae Cristian Lanza de Souza;PIb045
21743;;Souza RD;RENATA DINIZ DE SOUZA;PIa115, PNd117, PNd188
11086;;Souza RDC;Rafaelly Domingos Campos de Souza;PNe219
155;;Souza RF;Raphael Freitas de Souza;PIf025, PNa171, PNa190, PNa209, PNb180, PNd060, PNe180, PNe189, PNe193, PNe218
26656;;Souza RMP;Rayssa Mayra Plácido de Souza;PNc214
24431;;Souza RMS;Rafaella Maria Silva de Souza;PNb232
26769;;Souza RN;Raianne Nunes de Souza;PNf084
5739;;Souza ROA;RODRIGO OTHÁVIO DE ASSUNÇÃO E SOUZA;AO081, PIb099, PIe098, PIf098, PNa181, PNe143, PNf211
15532;;Souza SE;Samilly Evangelista Souza;PNe195, PNe200
24463;;Souza SFC;Soraia de Fátima Carvalho Souza;AO032, PNb119, PNb256
22233;;Souza SJR;Susan Jaccoud Ribeiro de Souza;PIa120
6531;;Souza SLS;Sérgio Luís Scombatti de Souza;AO061, PIa128, PIb127, PIe126, PNc200, PNd199, PNd207, PNe228, PNe241, PNf220, PNf221
22784;;Souza TA;Tamara de Abreu Souza;PIc019
19664;;Souza TG;Tasiana Guedes de Souza;PNd004
12174;;Souza TMPA;Tricia Murielly Pereira Andrade de Souza;PId025, PNb232
25605;;Souza TO;Taiane Oliveira Souza;PIc140, PId133
24795;;Souza TP;THAÍS DE PAULA SOUZA;PId136
21627;;Souza VAF;Valeska Aparecida Fernandes de Souza;PIe139
26217;;Souza VC;vinicius caetano de souza ;PId088, PIe088, PIf087
26532;;Souza WAN;Walter Antonio Nascimento de Souza;PNa222
17632;;Souza-dos-Santos AF;Amir Felipe Souza-dos-Santos;PIe035
3518;;Souza-e-Silva CM;Cintia Maria de Souza-e-Silva;PR002
2487;;Souza-Filho CB;Celso Bernardo de Souza Filho;PIb142, PNf214
3094;;Souza-Filho FJ;Francisco José de Souza-Filho;FC003, PNd043
1576;;Souza-Gabriel AE;Aline Evangelista Souza-Gabriel;PIb083, PNd029, PNe044, PNf039
25737;;Souza-Junior AJ;Amarildo josé de Souza Junior;PIa135
2305;;Souza-Junior EJ;Eduardo José Souza-Junior;PIa067, PIa077, PIa079, PId080, PNb135, PNe213, PNf142, PNf162
15812;;Souza-Júnior MHS;Mário Honorato Silva e Souza Júnior;PNf102
21854;;Souza-Júnior OB;Oswaldo Baptista de Souza Júnior;PIb098, PIc100, PNb184
22346;;Souza-Neto FN;Francisco Nunes de Souza Neto;FC006, PIe023
5615;;Souza-Zaroni WC;Wanessa Christine de Souza-Zaroni;PNe107, PNe145
25324;;Souza. BN;BRUNO NOBRE DE SOUZA.;PIf119
2832;;Soviero VM;VERA MENDES SOVIERO;PO010, PE001, PIa040, COL004
12156;;Spada PCP;Paula Cruz Porto Spada;PNb085
25139;;Spadari GS;GISELE SAMPAIO SPADARI;PId048
26106;;Spartalis GK;Guilherme Kloster Spartalis;PNa184
25173;;Spavieri-Junior DL;Deusdedit Lineu Spavieri-Junior;AO126
1171;;Spazzin AO;ALOÍSIO ORO SPAZZIN;PNe152
25720;;Sperandio FF;Felipe Fornias Sperandio;PIf111, PNc174
6512;;Spessato D;Deisi Spessato;PIb041
24640;;Spezzia S;Sérgio Spezzia;PId046
4719;;Spin MD;Mauricio Donalonso Spin;AO152, PIc134, PNa255, PNa263, PNc246, PNd252, PNd265, COL008
391;;Spin-Neto R;Rubens Spin-Neto;AO049, AO054, PNc201, PNd056, PNe265
24740;;Spina DRF;Denis Roberto Falcão Spina;PIa101, PId066, PNa134, PNa196, PNb152
21815;;Spinardi D;Denise Spinardi;PIa043, PNa260, PNc242, PNf250
13372;;Spini PHR;Pedro Henrique Rezende Spini;FC014, PIa076, PId089, PIf086, PNa099, PNb129
18062;;Spitz A;Alice Spitz;PNd093
1308;;Spohr AM;Ana Maria Spohr;PIa054, PNa148, PNa177, PNb155, PNe153, PNf133, PNf136, PNf168
3757;;Spolidorio DMP;Denise Madalena Palomari Spolidorio;AO038, AO039, AO052, PNa036, PNf067, PNf234
3761;;Spolidorio LC;Luís Carlos Spolidorio;AO002, PIa124, PNc173, PNc190, PNe234, PNf265
21546;;Sponchiado AP;Ana Paula Sponchiado;PId066
24969;;Spuldaro TR;Tobias Rauber Spuldaro;PNd236, PNf242
7736;;Spyrides GM;GEORGE MIGUEL SPYRIDES;PIb100
15857;;Squarize C;Cristiane Squarize;PNc183, PNd168
25169;;Stangler LP;Leonardo Pucci Stangler;PNb072
10846;;Stape THS;Thiago Henrique Scarabello Stape;PIf079
25223;;Starling CR;Carolina Ribeiro Starling;PNd107
25095;;Statkievicz C;Cristian Statkievicz;PIa003, PIb001, PIb003, PId001, PNc009
19312;;Stavropoulos A;Andreas Stavropoulos;AO049
3506;;Steagall-Junior W;Washington Steagall-Junior;PNa188, PNe107, PNe199, PNe255
1447;;Stefenon L;Letícia Stefenon;PIa104
8564;;Steffens JP;Joao Paulo Steffens;PIa124, PNc173, PNe234
6696;;Stegun RC;Roberto Chaib Stegun;HA021, PE003, PNa192
751;;Steiner-Oliveira C;Carolina Steiner-Oliveira;PNd065
25710;;Stella JPF;João Paulo Fragomeni Stella;PNc053
19557;;Stella PEM;Paulo Eduardo Melo Stella;PNc124, PNe008
10618;;Stipp RN;Rafael Nobrega Stipp;PNc060, PNd055, PNf089
18237;;Stona D;Deborah Stona;PNa177
11877;;Stona P;Priscila Stona;PNd142
26226;;Stoque ECD;Edra Carla Dias Stoque;PIf127
13794;;Storrer CLM;Carmen Lucia Mueller Storrer;PIf120
2817;;Straioto FG;Fabiana Gouveia Straioto;AO160
2258;;Stramandinoli-Zanicotti RT;Roberta Targa Stramandinoli-Zanicotti;PNd239
22875;;Strapasson RA;RAÍSSA ANANDA STRAPASSON;PNd163
26790;;Strieder LR;Luciana Rocha Strieder;PNc186
10247;H1;Strini PJSA;Polyanne Junqueira Silva Andresen Strini;PNb190, PNf190
3856;H2;Strini PJSA;Paulinne Junqueira Silva Andresen Strini;PNb190, PNf190
24298;;Strujak G;guilherme strujak;PE007
9603;;Stuani MBS;Maria Bernadete Sasso Stuani;PIb052, PIe048
26214;;Stuepp RT;Rubia Teodoro Stuepp;PIf001
23615;;Stuginski-Barbosa J;Juliana Stuginski-Barbosa;PNe214
23432;;Stürmer CP;Caroline Patta Stürmer;PNc041
2509;;Suaid FF;Fabrícia Ferreira Suaid;PNb208, PNe210, PNe224
4666;;Suarez AVG;Alexandre Vicente Garcia Suarez;PIc081, PNb115
14278;;Sudre JPS;joao paulo da silva sudre;PNe101
12289;;Suffredini IB;Ivana Barbosa Suffredini;PId083, PIe107, PNb136
19104;;Sugii MM;Mari Miura Sugii;PNe167
5572;;Sumida DH;Doris Hissako Sumida;AO047, PIa035, PIe009
2795;;Sundefeld MLMM;Maria Lucia Marçal Mazza Sundefeld;AO055, PNa248, PNb252
5643;;Sundfeld RH;Renato Herman Sundfeld;PId086, PIe071, PNb109, PNb154, PNf096
12988;;Sundfeld-Neto D;Daniel Sundfeld Neto;PId086, PNb109, PNf096
465;;Susin AH;Alexandre Henrique Susin;PIc075, PNa109, PNf101
2537;;Susin C;Cristiano Susin;PNd208
25458;;Suzuki LC;Luis Claudio Suzuki;PNb151
13119;;Suzuki TYU;Thaís Yumi Umeda Suzuki;PIc065, PIe071, PIf070, PNb154
21217;;Swerts AA;Andressa Araújo Swerts;PNe091
19649;;Szesz AL;Anna Luiza Szesz;PNb118, PNb133, PNf100
21735;;Szymanski P;Priscila Szymanski;PIe064
6707;;Taba-Júnior M;Mario Taba Jr;HA022, AO061, PIa127, PIa128, PIb127, PNc200, PNd199, PNd207, PNe228, PNe241, PNf220, PNf235
5120;;Tabchoury CPM;Cínthia Pereira Machado Tabchoury;AO036, PIe073, PNb100, PNb114, PNc054, PNd065
6912;;Tagami J;Junji Tagami;PNf110
2013;;Tagliaferro EPS;ELAINE PEREIRA DA SILVA TAGLIAFERRO;PNb225, PNb244, PNd056
26012;;Taguchi CMC;Carolina Mayumi Cavalcanti Taguchi;PNb163
22960;;Tahim CM;Catarina Martins Tahim;PIc022
10983;;Taiete T;Tiago Taiete;AO063, PNd200
14182;;Tajara EH;Eloiza Helena Tajara;PIb111
26157;;Takabaiashi MMA;Maurício Massao Amaro Takabaiashi;PNc064
12569;;Takahashi A;André Takahashi;PNf004
21681;;Takahashi DY;DANIELA YUMIE TAKAHASHI;PNc204
2738;;Takahashi JMFK;Jessica Mie Ferreira Koyama Takahashi;PIe094, PNa195, PNa197, PNa200, PNb195, PNf196
6931;;Takahashi K;Karine Takahashi;PIb017, PIe133
442;;Takahashi MK;Marcos Kenzo Takahashi;PId066
5700;;Takamiya AS;Aline Satie Takamiya;PNa173, PNa176, PNb192, PNf181
3032;;Takeshita WM;Wilton Mitsunari Takeshita;PNc031
5638;;Tamaki R;Regina Tamaki;PO005, PIe095
20760;;Tamashiro NS;Neila Sumie Tamashiro;AO066
7748;;Tames DR;David Rivero Tames;PIc056
10512;;Tanaka CB;Carina Baptiston Tanaka;PNf173
17253;;Tanaka EE;ELISA EMI TANAKA;PNd244
2016;;Tanaka JLO;JEFFERSON LUIS OSHIRO TANAKA;PNa214
2769;;Tanaka MH;Marcia Hiromi Tanaka;HA023, PNc228, PNd235
913;;Tanaka O;Orlando Tanaka;PNa041, PNb079
270;;Tango RN;Rubens Nisie Tango;AO076, PNf208
1257;;Tannure PN;PATRICIA NIVOLONI TANNURE;PNe006
2743;;Tanomaru-Filho M;Mário Tanomaru-Filho;FC004, AO024, AO030, AO034, PId021, PIf010, PNc019, PNc027, PNc033, PNc039, PNc045, PNc050, PNd024, PNd051, PNe026, PNe038, PNe040, PNe042, PNe049, PNe058, PNf025, PNf042, PNf050, PNf056
17207;;Tantbirojn D;Daranee Tantbirojn;PNe135
23624;;Taparelli JR;Jesus Roberto Taparelli;PNf152
16116;;Taquary NG;Nelson Gonçalves Taquary;PIc053
25934;;Targa-Coimbra FC;Flávia Cristina Targa-Coimbra;PNf200
18340;;Tartari T;Talita Tartari;PId019, PNb131, PNe112
24754;;Tasso CO;Camilla Olga Tasso;PIf121
9444;;Tataounoff J;Juliana Tataounoff;PNd117
7610;;Tavares ACS;Antonio Carlos Da Silva Tavares;PNf175
25233;;Tavares AFAS;ÁUREA FERNANDA DE ARAÚJO SILVA TAVARES;PNa133
26845;;Tavares DC;Denise Crispim Tavares;PNd067
4495;;Tavares EP;ERIKA PASQUA TAVARES;PId016
23618;;Tavares FP;Flávia Patrícia Tavares;PIc093
25367;;Tavares KRS;katia Roberta da Silva tavares;PNb267
22370;;Tavares LJ;Lívia Jacovassi Tavares;PNb189
18193;;Tavares MLQ;Mirella Lemos de Queiroz Tavares;PIb052, PIe048
18365;;Tavares MTG;Maria Tereza Gomes Tavares;PNb158
